corner_id,uL,vL,disp_map_px,disp_lk_px,valid_map,valid_lk
0,355.7395769256857,-26813.157661924535,-1.0,-1.0,0,0
1,669.2406201686011,4277.74188224621,-1.0,-1.0,0,0
2,647.3744203252835,2109.2010196418755,-1.0,-1.0,0,0
3,640.7481225297314,1452.0499078618873,-1.0,-1.0,0,0
4,637.5466233726436,1134.5470132809642,-1.0,-1.0,0,0
5,635.6600166745707,947.4462026348689,147.70138549804688,25.70013427734375,1,1
6,634.4162500978013,824.0978995647307,128.27098083496094,26.41644287109375,1,1
7,633.534591024451,736.6609539067655,114.68233489990234,0.40362548828125,1,1
8,632.8769990559391,671.4454585369073,104.67012786865234,6.9609375,1,1
9,632.3676870733389,620.9353628642872,96.21247100830078,8.3758544921875,1,1
10,-260.5889159619769,-4046.708829693905,-1.0,-1.0,0,0
11,2858.3738096692077,10935.529639840765,-1.0,-1.0,0,0
12,1122.973311034975,2599.36585788156,-1.0,-1.0,0,0
13,906.5135119026957,1559.5803218068747,-1.0,-1.0,0,0
14,821.8399328550528,1152.8426128449785,-1.0,-1.0,0,0
15,776.6871469748934,935.9468480892504,136.4527130126953,-1.0,1,0
16,748.6214623078871,801.1306231192148,121.31377410888672,-19.82135009765625,1,0
17,729.4867629910649,709.2152482249992,109.99818420410156,105.4970703125,1,1
18,715.6052310429367,642.5339697793797,97.55873107910156,17.79620361328125,1,1
19,705.0746968578298,591.9495324995368,87.03135681152344,31.189208984375,1,1
20,-322.4325754276126,-1762.2768667554037,-1.0,-1.0,0,0
21,-3496.2872623995695,-8390.83427999623,-1.0,-1.0,0,0
22,2392.4494533628203,3907.7216596050193,-1.0,-1.0,0,0
23,1355.0118514896265,1741.0456819999665,-1.0,-1.0,0,0
24,1085.9242282526732,1179.0594111287,-1.0,-1.0,0,0
25,962.2724789285487,920.8142170411912,121.67577362060547,-24.4085693359375,1,0
26,891.2336836290174,772.4505458424773,106.35901641845703,-76.422607421875,1,0
27,845.1189019189228,676.1403778252824,119.04988861083984,118.8262939453125,1,1
28,812.7688436269215,608.5776694283202,117.90734100341797,133.48712158203125,1,1
29,788.8209288509755,558.5627369012095,125.59284973144531,123.97247314453125,1,1
30,-345.9005773503986,-895.3965080905984,-1.0,-1.0,0,0
31,-1447.8122848975152,-2160.8288639880852,-1.0,-1.0,0,0
32,16474.089807690067,18420.633908261723,-1.0,-1.0,0,0
33,2273.4410109083396,2112.6481240051094,-1.0,-1.0,0,0
34,1495.9355660504143,1219.7630225301182,-1.0,-1.0,0,0
35,1217.4955866141038,900.0033206040249,102.44247436523438,-1.0,1,0
36,1074.3570798633764,735.6234555235224,85.53645324707031,85.27288818359375,1,1
37,987.1774586834191,635.5066197912125,159.72386169433594,73.82122802734375,1,1
38,928.5072630718345,568.1299294944906,166.39703369140625,-36.98260498046875,1,0
39,886.3270813391953,519.6903255075846,163.87124633789062,112.2662353515625,1,1
40,-358.2543812669843,-439.06153737941463,-1.0,-1.0,0,0
41,-1029.9966813210467,-890.1306608065915,-1.0,-1.0,0,0
42,-4567.90787250095,-3265.8073148453263,-1.0,-1.0,0,0
43,5213.0955078333345,3302.0515510479886,-1.0,-1.0,0,0
44,2219.0041427932742,1291.5451896340842,-1.0,-1.0,0,0
45,1590.604140508539,869.5800429261889,77.33623504638672,15.9002685546875,1,1
46,1318.1109764739472,686.6032486539076,62.98427963256836,2.284912109375,1,1
47,1165.8903602841556,584.3884262335418,55.65969467163086,97.044677734375,1,1
48,1068.7098555652524,519.1325608901825,119.89514923095703,135.8853759765625,1,1
49,1001.2879233232029,473.8593186457382,156.53140258789062,58.2264404296875,1,1
50,-365.8777064434857,-157.4648814320007,-1.0,-1.0,0,0
51,-850.0865951837926,-342.972007008263,-1.0,-1.0,0,0
52,-2253.6883526902193,-880.7112628203434,-1.0,-1.0,0,0
53,-56302.42419720825,-21587.529870862574,-1.0,-1.0,0,0
54,3835.079760405506,1451.980055381736,-1.0,-1.0,0,0
55,2187.800641112792,820.8846303539656,-1.0,-1.0,0,0
56,1658.5804023448302,618.1330337320352,25.968210220336914,24.8271484375,1,1
57,1397.545402284943,518.1269131052824,23.81385612487793,11.597412109375,1,1
58,1242.0499420440583,458.55445059950813,18.88529396057129,10.694091796875,1,1
59,1138.8510715566301,419.01753528875423,16.716928482055664,-1.0,1,0
60,-371.05100976911376,33.630852118625086,-1.0,-1.0,0,0
61,-749.9159369664875,-38.324037141476836,-1.0,-1.0,0,0
62,-1591.401540259013,-198.14089811826497,-1.0,-1.0,0,0
63,-5071.1557393477615,-859.0237354397682,-1.0,-1.0,0,0
64,10669.337762913601,2130.4466154658617,-1.0,-1.0,0,0
65,3297.6079958058244,730.39092023044,-1.0,-1.0,0,0
66,2167.5725128068157,515.7720093677324,-1.0,-1.0,0,0
67,1709.7585513785489,428.82293984053916,27.721799850463867,23.6590576171875,1,1
68,1461.8502518529274,381.7396313617545,23.51232147216797,23.4122314453125,1,1
69,1306.4089500388293,352.2178655408378,20.852062225341797,-1.0,1,0
