corner_id,uL,vL,disp_map_px,disp_lk_px,valid_map,valid_lk
0,1078.1846537724377,662.7478867284392,77.45808410644531,87.6494140625,1,1
1,1080.027997937602,696.975121386704,82.66922760009766,98.84368896484375,1,1
2,1082.513523361345,743.1263846913259,89.4017105102539,90.34918212890625,1,1
3,1086.0475980623482,808.7471224661942,99.05292510986328,99.02081298828125,1,1
4,1091.4711055180248,909.4508683343754,114.08914947509766,-1.0,1,0
5,1100.8521002547436,1083.6372814033691,-1.0,-1.0,0,0
6,1121.0103701099335,1457.9362569702748,-1.0,-1.0,0,0
7,1195.5854194474448,2842.6465902678287,-1.0,-1.0,0,0
8,694.5484110725872,-6460.614071635349,-1.0,-1.0,0,0
9,989.366817716246,-986.4226664350315,-1.0,-1.0,0,0
10,1032.1155906593315,640.2841308029547,76.71136474609375,77.27020263671875,1,1
11,1026.4638435024253,675.2694685369307,82.31472778320312,22.13909912109375,1,1
12,1018.5298182774033,724.3825205509605,90.17756652832031,30.22003173828125,1,1
13,1006.5813339662058,798.3458008306782,101.87712860107422,-4.7513427734375,1,0
14,986.5396566408945,922.4074105445117,122.06026458740234,-65.1109619140625,1,0
15,945.9710916982556,1173.534169491362,-1.0,-1.0,0,0
16,820.239253455172,1951.8370027086523,-1.0,-1.0,0,0
17,6013.609989911169,-30196.06773337588,-1.0,-1.0,0,0
18,1289.1122691802932,-950.5718195696562,-1.0,-1.0,0,0
19,1180.0144090523904,-275.23632124243983,-1.0,-1.0,0,0
20,974.2663639206554,612.0762441623003,143.1802215576172,77.59564208984375,1,1
21,956.5509263192781,646.9388521742878,115.45500946044922,-2.21453857421875,1,0
22,930.3277863515965,698.5439589804394,108.92562866210938,-10.132080078125,1,0
23,887.5316613713202,782.7634156594792,124.96885681152344,39.59759521484375,1,1
24,805.1930555889755,944.7994094765502,136.34617614746094,-72.46563720703125,1,0
25,581.4477588322662,1385.1128101880645,-1.0,-1.0,0,0
26,-2361.538984426471,7176.682599394386,-1.0,-1.0,0,0
27,1740.8696934255313,-896.5396861117277,-1.0,-1.0,0,0
28,1373.0491912232042,-172.69744887253427,-1.0,-1.0,0,0
29,1264.674196747955,40.57613971769211,36.36176300048828,-1.0,1,0
30,899.4561955518122,575.5980253876708,156.00210571289062,-39.0389404296875,1,0
31,861.4563521469046,608.4039432104857,152.88050842285156,6.14727783203125,1,1
32,800.9474506024518,660.6423177338861,131.38877868652344,43.50225830078125,1,1
33,689.5138014271648,756.8449020073981,123.92932891845703,125.1458740234375,1,1
34,416.16024664214007,992.8357233194075,167.01368713378906,246.36215209960938,1,1
35,-1309.6387630973718,2482.747665559101,-1.0,-1.0,0,0
36,2499.557936762182,-805.7973048760128,-1.0,-1.0,0,0
37,1616.456747930044,-43.40087283398567,-1.0,-1.0,0,0
38,1406.5547721687576,137.81110991807898,34.87600326538086,-1.0,1,0
39,1312.5056723268738,219.0053140058807,34.66203308105469,-1.0,1,0
40,798.9445308558044,526.5874887971636,159.4896697998047,102.95947265625,1,1
41,724.5866263160343,552.9406060990253,151.58270263671875,267.95703125,1,1
42,592.7705486793812,599.6574222563729,97.28560638427734,50.9681396484375,1,1
43,294.9648324937235,705.2024752050887,132.0060577392578,-1.0,1,0
44,-1015.3642156552099,1169.5950011057723,-1.0,-1.0,0,0
45,4038.9067157048603,-621.6845616242757,-1.0,-1.0,0,0
46,1932.9130459218936,124.69873898480806,-1.0,-1.0,0,0
47,1573.3599255230108,252.1276332868839,34.15714645385742,-1.0,1,0
48,1424.5799019293115,304.8566260981522,32.292972564697266,41.0556640625,1,1
49,1343.2469653876365,333.6817581463701,33.74569320678711,-1.0,1,0
50,656.739445329459,457.2468051200584,72.88288879394531,137.28131103515625,1,1
51,510.6654945301194,466.25394273733616,82.4173355102539,-1.0,1,0
52,202.29479334108515,485.2685399844631,105.2685317993164,-1.0,1,0
53,-876.9210216941074,551.8145963591404,-1.0,-1.0,0,0
54,8840.595180690703,-47.38194247646475,-1.0,-1.0,0,0
55,2361.107444432125,352.15293291083594,-1.0,-1.0,0,0
56,1772.2899675494252,388.46029652165635,42.335899353027344,-1.0,1,0
57,1551.493157856774,402.07495703761293,34.56633377075195,-1.0,1,0
58,1435.8398071790025,409.2063150912127,32.93910598754883,-1.0,1,0
59,1364.6692392402542,413.5947984328095,32.35575866699219,-1.0,1,0
60,440.10995915433233,351.6160070342865,68.52547454833984,115.0552978515625,1,1
61,129.1396269467007,311.64927993067704,86.8252944946289,-1.0,1,0
62,-796.4422472514738,192.69105676028798,-1.0,-1.0,0,0
63,-156958.42760156607,-19877.65908984622,-1.0,-1.0,0,0
64,2972.90878901681,677.1379914719067,-1.0,-1.0,0,0
65,2013.6141359337282,553.846913060852,-1.0,-1.0,0,0
66,1696.401485671734,513.0779067803143,42.15467834472656,-1.0,1,0
67,1538.269411730144,492.75435565347743,35.35079574584961,43.366455078125,1,1
68,1443.5413835340194,480.5796596781404,34.741783142089844,43.744384765625,1,1
69,1380.4522460004055,472.4712773604199,34.2623291015625,-1.0,1,0
