corner_id,uL,vL,disp_map_px,disp_lk_px,valid_map,valid_lk
0,532.8299196398733,450.33289752265557,73.11788177490234,95.097412109375,1,1
1,532.9045311375245,456.6116294945827,73.818603515625,95.18630981445312,1,1
2,532.9789216892569,462.87176835085745,74.69499206542969,97.58419799804688,1,1
3,533.0530922750453,469.1133965586506,75.33718872070312,98.62704467773438,1,1
4,533.1270438690775,475.3365960981579,76.44068145751953,95.44940185546875,1,1
5,533.2007774397973,481.54144846618846,77.06017303466797,-29.27392578125,1,0
6,533.2742939499469,487.7280346797229,78.0191421508789,-28.39178466796875,1,0
7,533.3475943566079,493.8964352794389,78.92024230957031,130.31784057617188,1,1
8,533.4206796112438,500.04673033320705,79.90933990478516,128.80636596679688,1,1
9,533.4935506597405,506.17899943955445,80.96749114990234,90.215087890625,1,1
10,528.8950355632022,454.2829348240491,73.46488952636719,137.0546875,1,1
11,529.0090435640441,463.17281490851485,74.75690460205078,70.2698974609375,1,1
12,529.1225734011244,472.02540972819446,75.70567321777344,112.2156982421875,1,1
13,529.2356280763659,480.84095336078195,77.092041015625,-32.20263671875,1,0
14,529.348210566615,489.61967792867017,78.3237075805664,-1.0203857421875,1,0
15,529.460323823904,498.36181361932444,79.80366516113281,126.449951171875,1,1
16,529.5719707757089,507.06758870540216,81.26285552978516,128.85995483398438,1,1
17,529.6831543252039,515.7372295646218,82.67665100097656,126.76513671875,1,1
18,529.7938773515134,524.3709606993851,84.36173248291016,128.34158325195312,1,1
19,529.90414270996,532.9690047561559,85.93682861328125,102.65396118164062,1,1
20,519.3062961970568,463.90860039172657,75.29502868652344,136.37399291992188,1,1
21,519.5364901723766,479.1274747485847,77.37966918945312,136.54257202148438,1,1
22,519.7650300552572,494.2369916603943,79.53797149658203,130.01971435546875,1,1
23,519.9919336104574,509.2383256132811,82.2829818725586,127.37960815429688,1,1
24,520.2172183492546,524.1326343349078,85.24712371826172,122.2161865234375,1,1
25,520.4409015339502,538.9210590923151,88.25050354003906,100.15548706054688,1,1
26,520.6630001822791,553.6047249834324,91.00338745117188,108.77679443359375,1,1
27,520.8835310717247,568.1847412224159,93.7314224243164,93.46603393554688,1,1
28,521.1025107437447,582.6622014189658,96.60592651367188,98.06201171875,1,1
29,521.3199555079066,597.0381838517685,99.74443817138672,97.14773559570312,1,1
30,460.78662126149743,522.6536343893838,89.07814025878906,88.48117065429688,1,1
31,462.3392598528905,575.4650002086439,98.81726837158203,98.878173828125,1,1
32,463.85298898421627,626.9529017389128,108.42890167236328,-41.850921630859375,1,0
33,465.32925317476287,677.1664727817915,117.88360595703125,21.285247802734375,1,1
34,466.76942631388476,726.1524447361522,126.92389678955078,-13.820892333984375,1,0
35,468.1748159256966,773.955291657156,135.96856689453125,-1.0,1,0
36,469.54666712844727,820.6173649301477,144.89431762695312,101.444091796875,1,1
37,470.8861663137715,866.1790184166098,153.63275146484375,159.83511352539062,1,1
38,472.19444456867814,910.6787248494428,162.4617156982422,15.807861328125,1,1
39,473.4725808610165,954.1531841832094,171.351806640625,-1.0,1,0
40,594.7435690921542,388.1808188243648,144.9487762451172,43.91455078125,1,1
41,594.8404388188336,352.29273066309247,147.69334411621094,113.85824584960938,1,1
42,594.9389404874466,315.8000441611469,127.35089111328125,-3.00372314453125,1,0
43,595.0391156877455,278.6873512372182,38.34868621826172,0.48004150390625,1,1
44,595.1410074347958,240.9387157612976,37.85594177246094,23.79925537109375,1,1
45,595.2446602305719,202.53765073832284,37.43636703491211,30.61712646484375,1,1
46,595.3501201287561,163.4670942984619,37.00290298461914,-1.0,1,0
47,595.4574348029723,123.70938442058905,36.822601318359375,-1.0,1,0
48,595.5666536186382,83.24623231027275,36.19403839111328,-1.0,1,0
49,595.6778277086893,42.05869434797596,35.99697494506836,-1.0,1,0
50,562.0946988461711,420.95541975469104,140.3745574951172,66.88861083984375,1,1
51,562.0285482311756,407.5579301705629,141.2296600341797,60.5836181640625,1,1
52,561.9619805805322,394.0759783218798,141.88258361816406,47.163818359375,1,1
53,561.8949919380723,380.5087629653534,142.33114624023438,141.72174072265625,1,1
54,561.8275782974279,366.85547269098856,142.3845672607422,144.46463012695312,1,1
55,561.7597356012338,353.1152857603175,141.1925048828125,86.52859497070312,1,1
56,561.6914597403138,339.2873699415362,128.6658935546875,85.61068725585938,1,1
57,561.6227465528513,325.3708823414721,41.38821792602539,117.57061767578125,1,1
58,561.5535918235418,311.3649692343128,40.59476089477539,-1.0,1,0
59,561.483991282734,297.2687658870221,40.01411437988281,-1.0,1,0
60,554.4826293005148,428.5968033533617,138.57888793945312,69.69830322265625,1,1
61,554.4271614016501,420.3609766315675,139.5775909423828,71.54727172851562,1,1
62,554.3714784137682,412.09321367437025,140.64044189453125,73.83132934570312,1,1
63,554.3155790833562,403.79332836120903,141.05364990234375,70.36557006835938,1,1
64,554.2594621471412,395.461133122456,141.38706970214844,85.39407348632812,1,1
65,554.2031263319966,387.09643892528794,141.4878692626953,143.8026123046875,1,1
66,554.1465703548442,378.6990552593893,141.44790649414062,138.14315795898438,1,1
67,554.0897929225582,370.2687901224905,141.1920623779297,134.26864624023438,1,1
68,554.0327927318656,361.80545000573204,139.93614196777344,134.56991577148438,1,1
69,553.9755684692469,353.3088398788607,136.41506958007812,79.0198974609375,1,1
